"Var1","Var2","yes","no","total.votes","approval","current","yes12","yes16","yes20"
8900,400,8900,400,9300,95.6989247311828,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,400,9000,400,9400,95.7446808510638,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,400,9100,400,9500,95.7894736842105,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,400,9200,400,9600,95.8333333333333,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,400,9300,400,9700,95.8762886597938,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,400,9400,400,9800,95.9183673469388,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,400,9500,400,9900,95.959595959596,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,400,9600,400,10000,96,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,400,9700,400,10100,96.039603960396,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,400,9800,400,10200,96.078431372549,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,400,9900,400,10300,96.1165048543689,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,400,10000,400,10400,96.1538461538462,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,500,4000,500,4500,88.8888888888889,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4100,500,4100,500,4600,89.1304347826087,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4200,500,4200,500,4700,89.3617021276596,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4300,500,4300,500,4800,89.5833333333333,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4400,500,4400,500,4900,89.7959183673469,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4500,500,4500,500,5000,90,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4600,500,4600,500,5100,90.1960784313726,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4700,500,4700,500,5200,90.3846153846154,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4800,500,4800,500,5300,90.5660377358491,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4900,500,4900,500,5400,90.7407407407407,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
5000,500,5000,500,5500,90.9090909090909,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5100,500,5100,500,5600,91.0714285714286,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5200,500,5200,500,5700,91.2280701754386,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5300,500,5300,500,5800,91.3793103448276,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5400,500,5400,500,5900,91.5254237288136,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5500,500,5500,500,6000,91.6666666666667,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5600,500,5600,500,6100,91.8032786885246,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5700,500,5700,500,6200,91.9354838709677,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5800,500,5800,500,6300,92.0634920634921,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5900,500,5900,500,6400,92.1875,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6000,500,6000,500,6500,92.3076923076923,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6100,500,6100,500,6600,92.4242424242424,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6200,500,6200,500,6700,92.5373134328358,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6300,500,6300,500,6800,92.6470588235294,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6400,500,6400,500,6900,92.7536231884058,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6500,500,6500,500,7000,92.8571428571429,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6600,500,6600,500,7100,92.9577464788732,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6700,500,6700,500,7200,93.0555555555556,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6800,500,6800,500,7300,93.1506849315068,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6900,500,6900,500,7400,93.2432432432432,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7000,500,7000,500,7500,93.3333333333333,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7100,500,7100,500,7600,93.4210526315789,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7200,500,7200,500,7700,93.5064935064935,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7300,500,7300,500,7800,93.5897435897436,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7400,500,7400,500,7900,93.6708860759494,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7500,500,7500,500,8000,93.75,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7600,500,7600,500,8100,93.8271604938272,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7700,500,7700,500,8200,93.9024390243902,"Quorum met","Quorum met","Quorum met","Quorum not met"
7800,500,7800,500,8300,93.9759036144578,"Quorum met","Quorum met","Quorum met","Quorum not met"
7900,500,7900,500,8400,94.0476190476191,"Quorum met","Quorum met","Quorum met","Quorum not met"
8000,500,8000,500,8500,94.1176470588235,"Quorum met","Quorum met","Quorum met","Quorum not met"
8100,500,8100,500,8600,94.1860465116279,"Quorum met","Quorum met","Quorum met","Quorum not met"
8200,500,8200,500,8700,94.2528735632184,"Quorum met","Quorum met","Quorum met","Quorum met"
8300,500,8300,500,8800,94.3181818181818,"Quorum met","Quorum met","Quorum met","Quorum met"
8400,500,8400,500,8900,94.3820224719101,"Quorum met","Quorum met","Quorum met","Quorum met"
8500,500,8500,500,9000,94.4444444444444,"Quorum met","Quorum met","Quorum met","Quorum met"
8600,500,8600,500,9100,94.5054945054945,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,500,8700,500,9200,94.5652173913043,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,500,8800,500,9300,94.6236559139785,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,500,8900,500,9400,94.6808510638298,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,500,9000,500,9500,94.7368421052632,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,500,9100,500,9600,94.7916666666667,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,500,9200,500,9700,94.8453608247423,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,500,9300,500,9800,94.8979591836735,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,500,9400,500,9900,94.9494949494949,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,500,9500,500,10000,95,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,500,9600,500,10100,95.049504950495,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,500,9700,500,10200,95.0980392156863,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,500,9800,500,10300,95.1456310679612,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,500,9900,500,10400,95.1923076923077,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,500,10000,500,10500,95.2380952380952,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,600,4000,600,4600,86.9565217391304,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4100,600,4100,600,4700,87.2340425531915,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4200,600,4200,600,4800,87.5,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4300,600,4300,600,4900,87.7551020408163,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4400,600,4400,600,5000,88,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4500,600,4500,600,5100,88.2352941176471,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4600,600,4600,600,5200,88.4615384615385,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4700,600,4700,600,5300,88.6792452830189,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4800,600,4800,600,5400,88.8888888888889,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4900,600,4900,600,5500,89.0909090909091,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
5000,600,5000,600,5600,89.2857142857143,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5100,600,5100,600,5700,89.4736842105263,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5200,600,5200,600,5800,89.6551724137931,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5300,600,5300,600,5900,89.8305084745763,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5400,600,5400,600,6000,90,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5500,600,5500,600,6100,90.1639344262295,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5600,600,5600,600,6200,90.3225806451613,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5700,600,5700,600,6300,90.4761904761905,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5800,600,5800,600,6400,90.625,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5900,600,5900,600,6500,90.7692307692308,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6000,600,6000,600,6600,90.9090909090909,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6100,600,6100,600,6700,91.044776119403,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6200,600,6200,600,6800,91.1764705882353,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6300,600,6300,600,6900,91.304347826087,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6400,600,6400,600,7000,91.4285714285714,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6500,600,6500,600,7100,91.5492957746479,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6600,600,6600,600,7200,91.6666666666667,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6700,600,6700,600,7300,91.7808219178082,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6800,600,6800,600,7400,91.8918918918919,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6900,600,6900,600,7500,92,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7000,600,7000,600,7600,92.1052631578947,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7100,600,7100,600,7700,92.2077922077922,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7200,600,7200,600,7800,92.3076923076923,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7300,600,7300,600,7900,92.4050632911392,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7400,600,7400,600,8000,92.5,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7500,600,7500,600,8100,92.5925925925926,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7600,600,7600,600,8200,92.6829268292683,"Quorum met","Quorum met","Quorum met","Quorum not met"
7700,600,7700,600,8300,92.7710843373494,"Quorum met","Quorum met","Quorum met","Quorum not met"
7800,600,7800,600,8400,92.8571428571429,"Quorum met","Quorum met","Quorum met","Quorum not met"
7900,600,7900,600,8500,92.9411764705882,"Quorum met","Quorum met","Quorum met","Quorum not met"
8000,600,8000,600,8600,93.0232558139535,"Quorum met","Quorum met","Quorum met","Quorum not met"
8100,600,8100,600,8700,93.1034482758621,"Quorum met","Quorum met","Quorum met","Quorum not met"
8200,600,8200,600,8800,93.1818181818182,"Quorum met","Quorum met","Quorum met","Quorum met"
8300,600,8300,600,8900,93.2584269662921,"Quorum met","Quorum met","Quorum met","Quorum met"
8400,600,8400,600,9000,93.3333333333333,"Quorum met","Quorum met","Quorum met","Quorum met"
8500,600,8500,600,9100,93.4065934065934,"Quorum met","Quorum met","Quorum met","Quorum met"
8600,600,8600,600,9200,93.4782608695652,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,600,8700,600,9300,93.5483870967742,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,600,8800,600,9400,93.6170212765958,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,600,8900,600,9500,93.6842105263158,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,600,9000,600,9600,93.75,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,600,9100,600,9700,93.8144329896907,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,600,9200,600,9800,93.8775510204082,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,600,9300,600,9900,93.9393939393939,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,600,9400,600,10000,94,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,600,9500,600,10100,94.059405940594,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,600,9600,600,10200,94.1176470588235,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,600,9700,600,10300,94.1747572815534,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,600,9800,600,10400,94.2307692307692,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,600,9900,600,10500,94.2857142857143,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,600,10000,600,10600,94.3396226415094,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,700,4000,700,4700,85.1063829787234,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4100,700,4100,700,4800,85.4166666666667,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4200,700,4200,700,4900,85.7142857142857,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4300,700,4300,700,5000,86,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4400,700,4400,700,5100,86.2745098039216,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4500,700,4500,700,5200,86.5384615384615,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4600,700,4600,700,5300,86.7924528301887,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4700,700,4700,700,5400,87.037037037037,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4800,700,4800,700,5500,87.2727272727273,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4900,700,4900,700,5600,87.5,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
5000,700,5000,700,5700,87.719298245614,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5100,700,5100,700,5800,87.9310344827586,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5200,700,5200,700,5900,88.135593220339,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5300,700,5300,700,6000,88.3333333333333,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5400,700,5400,700,6100,88.5245901639344,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5500,700,5500,700,6200,88.7096774193548,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5600,700,5600,700,6300,88.8888888888889,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5700,700,5700,700,6400,89.0625,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5800,700,5800,700,6500,89.2307692307692,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5900,700,5900,700,6600,89.3939393939394,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6000,700,6000,700,6700,89.5522388059701,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6100,700,6100,700,6800,89.7058823529412,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6200,700,6200,700,6900,89.8550724637681,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6300,700,6300,700,7000,90,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6400,700,6400,700,7100,90.1408450704225,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6500,700,6500,700,7200,90.2777777777778,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6600,700,6600,700,7300,90.4109589041096,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6700,700,6700,700,7400,90.5405405405405,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6800,700,6800,700,7500,90.6666666666667,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6900,700,6900,700,7600,90.7894736842105,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7000,700,7000,700,7700,90.9090909090909,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7100,700,7100,700,7800,91.025641025641,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7200,700,7200,700,7900,91.1392405063291,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7300,700,7300,700,8000,91.25,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7400,700,7400,700,8100,91.358024691358,"Quorum not met","Quorum met","Quorum met","Quorum not met"
7500,700,7500,700,8200,91.4634146341463,"Quorum met","Quorum met","Quorum met","Quorum not met"
7600,700,7600,700,8300,91.566265060241,"Quorum met","Quorum met","Quorum met","Quorum not met"
7700,700,7700,700,8400,91.6666666666667,"Quorum met","Quorum met","Quorum met","Quorum not met"
